"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","文献URL"
"特表2017-518882","特願2016-553659","2015/06/30","2016/01/07","非接触層流ドローンアーク方式スタッド溶接ノズル及び方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B23K9/20@D,B23K9/20@A","特表2017-518882","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-518882/F3DE7E681D871219085732DF7D99CF4B89FEA708DF4384B379F8D8E53063FD9D/11/ja"
"特開2015-231431","特願2014-118892","2014/06/09","2015/12/24","棚付き椅子","タカノ株式会社","A47C7/62@A","特開2015-231431","","特許6292985","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-231431/28E8C255A3D4AB3F38B7D5CEEB62AF24D8087BCB6C6D035F661A651985251051/11/ja"
"特表2017-521148","特願2016-574131","2015/06/18","2015/12/23","エアロゾル発生器、およびエアロゾル発生器を含むエアロゾル移送装置","パリ・ファルマ・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング","A61M11/00,300@D","特表2017-521148","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-521148/1A8B6454DEC0C6DA2E4C65AB312EAF18B968B48EC44E66BD8A749A8453D06A81/11/ja"
"特表2017-520740","特願2016-570083","2015/06/04","2015/12/10","焼却炉用の耐火性管壁ライニング","エイチケーエイチ　ディベロップメント　ビー．ヴィ．","F23M5/04,F23M5/00@C","特表2017-520740","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2017-520740/21F810175AE81B0A47A2F268F4F59424F31593B8CB19BF06EA18270B82E5B07A/11/ja"
"特開2015-194232","特願2014-073121","2014/03/31","2015/11/05","締結構造体及び締結方法","阪神高速道路株式会社,一般社団法人日本建設機械施工協会,公立大学法人大阪市立大学,川田工業株式会社,日本スタッドウェルディング株式会社,日鉄住金ボルテン株式会社","E04B1/48@E,F16B5/02@U,F16B35/04@G","特開2015-194232","","特許6038832","拒絶2016-012131","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-194232/679F535160A4D106581FA3BAC30031CBF937E560BEE9F900749AB5B9EC7DF5C6/11/ja"
"特開2015-194047","特願2014-073120","2014/03/31","2015/11/05","鋼床版及び鋼床版の補強工法","阪神高速道路株式会社","E01D19/12,E01D22/00@B","特開2015-194047","","特許6026458","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-194047/91EC06B567754E0CE3009F4683C084FC83D719F0D6A1B2FFD850AE05B6C097CC/11/ja"
"特開2015-166550","特願2015-105456","2015/05/25","2015/09/24","節付きプレストレス鉄筋コンクリート杭","前田製品販売株式会社","E02D5/24,E02D5/48","特開2015-166550","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-166550/D501BF1EC9ACB258E641BE7243EAD76ED9DC6A1F920EBA88BA34FF5EE07C9B5D/11/ja"
"特開2015-166523","特願2014-041018","2014/03/03","2015/09/24","既設ＡＬＣパネルの補強防水構法","東急建設株式会社,住友金属鉱山シポレックス株式会社","E04G23/02@E","特開2015-166523","","特許6136055","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-166523/FDEF5FEA3E381475B8214B3B1947A4412CC32825B85BBEDBA74C056C64232B80/11/ja"
"特開2015-155732","特願2014-031270","2014/02/21","2015/08/27","液化ガスタンクおよび液化ガス運搬船","川崎重工業株式会社","B63B25/16@F,B63B25/16,101@A,B65D90/02@B,F17C3/04@A,F17C3/08","特開2015-155732","","特許6405096","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-155732/5EB543CFAA50137C7EAB546FA3C11D0CA689CE50547258ECCF5F7D42C8E1FDBA/11/ja"
"特開2015-141060","特願2014-012985","2014/01/28","2015/08/03","ホッパ及びそれを用いた組合せ秤","大和製衡株式会社","G01G19/387@E","特開2015-141060","","特許6180336","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-141060/FB8BA308B46E4EABE333C4DC2DC0E8ED7D16EFCD915F5B58B23896D5308C8DA6/11/ja"
"特開2015-121337","特願2013-264205","2013/12/20","2015/07/02","耐火材層支持状態検出方法及び加熱炉","明星工業株式会社","F27D1/00@V,F27D21/00@A","特開2015-121337","","特許5841990","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-121337/7D4FC5513F3FABF89DE3D120745386AC6BBEDF3C17E20630260947ABE6A5E357/11/ja"
"特開2015-105529","特願2013-248204","2013/11/29","2015/06/08","断熱パネル及びその取付構造","日鉄住金鋼板株式会社","E04B1/80@J,E04B1/80@V,E04B1/80,100@C,E04B1/80,100@Q,E04C2/30@Y,E04C2/38@S,E04C2/288,E04C2/292,E04C2/296","特開2015-105529","","特許6198271","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-105529/362BDF672AA22A4F83C622647A735612C4B039B70D7073D7518C3816D461D164/11/ja"
"特開2015-100795","特願2013-240728","2013/11/21","2015/06/04","スタッド溶接のモニタリング方法","株式会社大谷工業","B23K9/20@A,B23K9/20@D","特開2015-100795","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-100795/A5B95CD31BC54D235A83DEF8F535C4EC077CF27E700FD3EE8D6FC63AACD13109/11/ja"
"特表2016-536489","特願2016-523320","2014/10/20","2015/04/30","摩耗アセンブリ取外しおよび取付け","エスコ・コーポレイション,エスコ・グループ・エルエルシー","E02F9/28@Z,B25J13/00@Z,E02F9/28@A,B25J15/08@C","特表2016-536489","","特許6590799","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-536489/FFA582F6DFA005FC5073CFBC7640865E0FDAEF4A236676BB26522C1BE004E6A5/11/ja"
"特表2016-533265","特願2016-515450","2014/09/17","2015/04/02","層構造パネルの製造方法","アイソレールマテリアレンインダストリー　プル　ビー．ヴィ．","B23K11/00,530,B63B3/48,B63B3/56,B23K11/11,543","特表2016-533265","","特許6632521","拒絶2019-011751","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-533265/EFA69CC97A27BEF3A78EC5D838B194B0A75BEE8E06D21FEFD9051E0F34EC84F8/11/ja"
"特開2015-054338","特願2013-188470","2013/09/11","2015/03/23","スタッド溶接装置","富士重工業株式会社","B23K11/00,530,B23K11/30,310","特開2015-054338","","特許6118218","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-054338/29B4CD627F46309DCCC89FC31EBFCAD57316372B0344AD3A75FBC027AD3DD48D/11/ja"
"特開2015-048621","特願2013-180201","2013/08/30","2015/03/16","低温貯槽の建設方法及び低温貯槽","川崎重工業株式会社,株式会社大林組","B65D88/06@B,B65D90/00@P,E04H7/18,301@Z,F17C3/00@A","特開2015-048621","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-048621/4EC4E2ADECCD4266CECCAFD5CF4A238D47F4B81B41589CA43517C946AE7055DD/11/ja"
"特表2016-534261","特願2016-540799","2014/09/01","2015/03/12","接合端部材によるソケット締結型鉄筋継手","キム　ヨングン","E04C5/18,102","特表2016-534261","","特許6352425","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-534261/4AB472B98BCE1D22E5018D5389875944928D4851FDCF9495A6429AEFE6D98FC9/11/ja"
"特表2016-529109","特願2016-539017","2014/08/26","2015/03/05","工作物にスタッドを溶接するためのフェルール","ネルソン　スタッド　ウェルディング，インコーポレイテッド","B23K9/20@C,B23K9/20@A","特表2016-529109","","特許6651449","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-529109/7FD0E4ABE83B58B438F8242E77FF72B53F417185AA5CF98652C69855F43843EA/11/ja"
"特開2015-042832","特願2013-188753","2013/08/26","2015/03/05","上向き開口部後補修注入材充填落下防止冶具","株式会社八幡工業","E04G23/02@E","特開2015-042832","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-042832/EE99CE7C927D66D31C54AABD0DD8C4E2314DA643D8067005FCC45112842D958E/11/ja"
"特開2015-042407","特願2013-174107","2013/08/26","2015/03/05","スタッド溶接の位置決め治具","三菱電機株式会社","B23K9/20@C,B23K11/00,530,B23K37/02@Z,B23K37/04@F,B23K11/11,590@Z","特開2015-042407","","特許6041769","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-042407/F185F37A657DD1A2613013DAEE9DF5AE630D538EA31982029159D9B7AC46D273/11/ja"
"特開2015-039710","特願2013-171811","2013/08/22","2015/03/02","スタッド溶接方法および抵抗溶接機","株式会社向洋技研","B23K11/00,530,B23K11/24,315,B23K11/24,356,B23K11/24,392,H02M7/04@E","特開2015-039710","","特許5892390","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-039710/E915FB8BE57E746FB8171D50F7F0A341F7BDE22ECAEBA3C2F354CF6E1AA0010E/11/ja"
"特開2015-036638","特願2013-167790","2013/08/12","2015/02/23","電磁流量計","株式会社東芝","G01F1/58@A","特開2015-036638","","特許6157985","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-036638/16059F21C8D15D0D220786C5C7492CA9E72824BF1CAA064975B0A8CE596E7232/11/ja"
"特開2015-033961","特願2013-166504","2013/08/09","2015/02/19","車体前部構造","トヨタ自動車株式会社","B60R19/24@N,B60R19/34,B62D25/08@D,B62D25/20@C","特開2015-033961","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-033961/B4D22F9644E6AFC091F9AE5E9F382F32F7C0A9894D0FD01B71C6FAB3091CE384/11/ja"
"特開2015-031102","特願2013-162869","2013/08/06","2015/02/16","コンクリート床版天端管理治具","ジャパンライフ株式会社","E04G21/10@A","特開2015-031102","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-031102/E9DA397997C72F2538373C847EF6F34B2312725AA3B570485F7C179496B2107B/11/ja"
"特開2015-010632","特願2013-135168","2013/06/27","2015/01/19","減震ストッパ構造並びに当該減震ストッパ構造を備えた防振架台","特許機器株式会社","F16F15/04@F,F16F15/04@M","特開2015-010632","","特許6148911","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-010632/B14F098834BB795B69B93FE7BEF9365FC4A5F6CC88E04AF0D92F224F76D81C6F/11/ja"
"特開2015-010322","特願2013-134125","2013/06/26","2015/01/19","鉄骨梁における配管挿通部の耐火被覆構造","ニチアス株式会社","E04B1/94@C,E04B1/94@F,F16L3/08@E","特開2015-010322","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-010322/A45215DDF2CE627C4A332773F0A7211FCB4911DDD204DEA93719C7C7D0E81C59/11/ja"
"特表2016-525016","特願2016-524312","2014/07/01","2015/01/08","溶接システムデータ管理システムおよび方法","イリノイ　トゥール　ワークス　インコーポレイティド","B23K9/095,515@Z,G05B19/418@Z,G06Q50/04,B23K9/10@Z","特表2016-525016","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-525016/D2823C9049114DF29E9523115944F87D261AF8C565E2AF6F49767EFC7A8EED54/11/ja"
"特表2016-523424","特願2016-524310","2014/07/01","2015/01/08","溶接システムパラメーター比較システムおよび方法","イリノイ　トゥール　ワークス　インコーポレイティド","G05B19/418@Z,B23K37/00@A","特表2016-523424","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-523424/EA635824AF09FB4C23631E2B1E5DFB16AE82C9D5AD710E98268DF6C8C0E9376E/11/ja"
"特開2014-227761","特願2013-109763","2013/05/24","2014/12/08","新設躯体と既設躯体との接合構造及び方法","株式会社大林組","E04G21/12,105@E,E04G21/12,105@Z,E04G23/02@D","特開2014-227761","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-227761/183F5DC063FD0B02CC93B43D7B76A75F2807B5236F29104830A93BFAE35A4643/11/ja"
"特開2014-226673","特願2013-106138","2013/05/20","2014/12/08","抵抗溶接装置","富士重工業株式会社","B23K11/00,530,B23K11/11,550@A,B23K11/11,591@A","特開2014-226673","","特許6101148","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-226673/C6E4F8561C9E003B85113F3CCD3479CF1EB68E67FED07F03FCE091E4DCAC3E43/11/ja"
"特開2014-223638","特願2013-103208","2013/05/15","2014/12/04","スタッドの取付構造及び取付方法","五洋建設株式会社","B23K9/00,501@B,B23K9/20@A,B23K9/22,B23K11/00,530,E04B5/40@A","特開2014-223638","","特許6124179","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-223638/BC6A0F150FC4483DB7070D476ABAFB7BB8FFA932D342628798C3E0FB5AE31457/11/ja"
"特開2014-218837","特願2013-098948","2013/05/09","2014/11/20","セパレーター取付け金具","株式会社国元商会","E04G17/06@B,E04G17/065@B","特開2014-218837","","特許5764612","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-218837/12BCE31181EE94111DFE11CD2BE6177C6C0E0749BDF481F43176B895DDF229A1/11/ja"
"特開2014-218720","特願2013-100278","2013/05/10","2014/11/20","既存のライナーの摩耗防止方法","ＪＦＥスチール株式会社","C21B7/18,303","特開2014-218720","","特許6036532","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-218720/5EC7274DFE5FAFDC290A1DA98D9678A190480ED8A71C6F3188C314232258C058/11/ja"
"特開2014-213381","特願2013-095929","2013/04/30","2014/11/17","スタッド収納体","日本ドライブイット株式会社","B23K9/20@F,B23K11/00,530","特開2014-213381","","特許6071732","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213381/1FD04076F5F1C5B11954866DEA3D513B79A61AD06AFE73AA30EBBAA315BDB663/11/ja"
"特開2014-213380","特願2013-095928","2013/04/30","2014/11/17","スタッド収納管の弁構造","日本ドライブイット株式会社","B23K9/20@F,B23K11/00,530","特開2014-213380","","特許6071731","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213380/05937B57E1E0EB05149F0195063C5B22DBB775C5F7A72F48D8F61DDD1FF40E03/11/ja"
"特開2014-213376","特願2013-095573","2013/04/30","2014/11/17","溶接方法、及び、溶接装置","株式会社大林組","B23K9/20@A,B23K9/20@D,B23K9/32@E","特開2014-213376","","特許6111829","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213376/57C8A695500A9D2C480E65051416B1F460E920952A141C3B831CAE55A6D070BB/11/ja"
"特開2014-201747","特願2013-075933","2013/04/01","2014/10/27","ベルレス型高炉の炉頂バンカー","ＪＦＥスチール株式会社","C21B7/18,303","特開2014-201747","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-201747/F7178A5543A3C90967A269055E1EDA56DD8C563250AFCE4604306687D53AD913/11/ja"
"特表2016-517377","特願2016-502909","2014/03/14","2014/09/25","フレキシブル搬送システム","クーカ・システムズ・コーポレーション・ノース・アメリカ","B65G54/02,B23P21/00,303@A,B65G21/12@B,B65G35/06@B,B23P21/00,307@E","特表2016-517377","","特許6666239","拒絶2019-015558","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-517377/F3EFFF16ED3124CB0163A02B86604FEFEE7E18B9F16198C7143214C38D2B2AFA/11/ja"
"特表2016-515879","特願2016-502380","2014/03/14","2014/09/25","微小疱皮膚移植","モムラン　テクノロジーズ，インコーポレイテッド,ケーシーアイ　ライセンシング　インコーポレイテッド","A61B17/00,310,A61B17/322,A61B17/3205","特表2016-515879","","特許6436157","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-515879/941FBAA6A8068C4D67F2D4362690D62F63E32B797C15A430B50B428ABD4B3E8E/11/ja"
"特表2016-516240","特願2016-500688","2014/03/05","2014/09/25","溶接リソースのパフォーマンス目標システム及び方法","イリノイ　トゥール　ワークス　インコーポレイティド","G05B23/02@V,B23K9/095,515@Z,B23K9/10@Z","特表2016-516240","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-516240/30F576F56B650DDBCC24BE7063D9319C759E571CE49466AD12F82820F87A17DD/11/ja"
"特表2016-516236","特願2016-500347","2014/02/22","2014/09/25","溶接リソースの追跡及び解析のシステム及び方法","イリノイ　トゥール　ワークス　インコーポレイティド","G05B23/02@V,B23K9/095,515@Z,B23K9/10@Z","特表2016-516236","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-516236/E53A5FACCEAB837CB616EB5B42BB99D81A60EF7DA0ECC95FE65312F7C0C76875/11/ja"
"特表2016-512171","特願2016-500346","2014/02/22","2014/09/18","溶接リソースのパフォーマンス比較システム及び方法","イリノイ　トゥール　ワークス　インコーポレイティド","B23K9/095,515@Z,B23K9/10@Z","特表2016-512171","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-512171/052907F66092A410A486A88CD0EB053790F03B8B31D6CC9EBD977862734408CB/11/ja"
"特開2014-161914","特願2013-050991","2013/02/25","2014/09/08","ビット溶着用ガン","株式会社スター","B23K9/16@L,B23K9/20@D","特開2014-161914","","特許6035465","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-161914/CEDB5D1690E41CE79CE59E62D8ADA4CA362E8BB26E67D9E760BC2DEDD2B9F67A/11/ja"
"特開2014-161893","特願2013-037087","2013/02/27","2014/09/08","スタッド溶接ガンのクリーニング装置","富士重工業株式会社","B23K9/20@Z,B23K9/32@Z,B23K11/00,530","特開2014-161893","","特許6013941","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-161893/DC9E54EA4CF157EEC97F20DD7B5E420EB420222ED765A8576F2A271AC01644B1/11/ja"
"特表2016-506877","特願2015-557372","2014/02/05","2014/08/28","ツールユニット用の補償装置及びツールユニットを用いる嵌合方法","ニューフレイ　リミテッド　ライアビリティ　カンパニー","B25J13/00@Z","特表2016-506877","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-506877/4A14FF2BBEA92FDF5E83892343C04D73C652779B02915C185804E22BA6B9FA1B/11/ja"
"特開2014-122541","特願2013-208378","2013/10/03","2014/07/03","杭の継手構造及び杭の立設方法","新日鐵住金株式会社","E02D5/24,103,E02D5/56","特開2014-122541","","特許6237078","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-122541/6FC92B27260CE57D889972858E4C31EB82FD045FD78F856A4F5E35784036A00F/11/ja"
"特開2014-115167","特願2012-268779","2012/12/07","2014/06/26","スタッド溶接部の欠陥検出装置","三菱重工業株式会社","G01N27/90","特開2014-115167","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-115167/7FD7AB2D2BE6381A6DC46AC7861378ADDB6409D5832E0174BD26A2BA5808A804/11/ja"
"特表2015-535580","特願2015-544373","2013/11/15","2014/06/05","自動車用パワートレイン装置","ダイムラー・アクチェンゲゼルシャフト","F16H41/24@B,F16H41/28,F16H41/30@B","特表2015-535580","","特許6027692","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2015-535580/62368C6FBF429A4BF175640445AED96A468470C841EABB057CC6AF78F1DB9001/11/ja"
